ability	{'capacidad', 'poder', 'habilidad', 'ingenio', 'talento', 'aptitud'}
noise	{'ruido_de_la_señal', 'la_radiación_cósmica_de_fondo', 'radiación_de_fondo', 'onda_de_sonido', 'radiacion_de_fondo_cósmica', 'estática_atmosférica', 'contaminacion_acustica', 'contaminación_sonora', 'radiacion_de_fondo_de_microondas', 'ruido', 'el_sonido', 'radiación_de_fondo_de_microondas', 'radiacion_cósmica_de_fondo', 'atmosféricos', 'ruido_atmosférico', 'ondas_sonoras', 'fondo_cosmico_de_microondas', 'sonidos', 'propiedades_musicales_del_sonido', 'contaminación_acústica', 'haphazardness', 'interferencia', 'radiación_de_fondo_microondas_cósmico', 'parásitos', 'radiación_cósmica_de_microondas', 'noise_music', 'estática', 'ondas_de_sonido', 'cualidades_del_sonido', 'ruido_ambiental', 'son', 'radiación_de_fondo_microondas', 'onda_sonora', 'perturbaciones_atmosféricas', 'efectos_del_ruido_en_la_salud', 'ruido_industrial', 'cmbr,', 'radiacion_cosmica_de_fondo', 'interferencias', 'cbr', 'radiación_cósmica_de_fondo', 'la_contaminación_sonora', 'estruendo', 'el_ruido_en_la_musica', 'ruido_de_radio', 'el_ruido_en_la_música', 'contaminacion_auditiva', 'estrépito', 'fondo_cósmico_de_microondas', 'ruido_de_la_imagen', 'ruido_aleatorio', 'propagación_del_sonido', 'aleatoriedad', 'noise', 'contaminacion_acústica', 'radiacion_cosmica_de_microondas', 'interferencia_destructiva', 'onda_acústica', 'ruido_en_la_fotografia', 'hacer_ruido', 'fondo_de_microondas_cósmico', 'radiacion_de_fondo', 'ruido_en_la_fotografia_digital', 'ruido_en_la_fotografía', 'ruido_en_la_fotografía_digital', 'onda_acustica', 'retumbar', 'sonido', 'mika_horiuchi', 'elementary_os', 'radiacion_del_fondo_cosmico', 'cmb', 'radiacion_del_fondo_cósmico', 'radiación_de_fondo_cósmico', 'ruido_áspero', 'contaminación_acustica', 'resonar', 'estocasticidad', 'sonar', 'bullicio', 'ruido_eléctrico', 'radiación_de_fondo_cósmica', 'ruidos_atmosféricos', 'cosmic_microwave_background', 'contaminacion_sonora', 'ruidismo', 'radiación_del_fondo_cósmico', 'microondas_cósmico_de_radiación_de_fondo', 'contaminación_auditiva', 'disonancia', 'radiacion_de_fondo_cosmica', 'sonoro', 'atmosférica_estática', 'ruido_electrónico', 'radiacion_cósmica_de_microondas'}
nose	{'aroma', 'ramo', 'aromáticos', 'meterse', 'nasus', 'inmiscuirse', 'olfato', 'órgano_olfactivo', 'aromas', 'entrometerse', 'parque_de_la_independencia', 'largo', 'nariz', 'aventajar', 'héctor_abad_gómez', 'hocicar', 'boquillas', 'gore', 'aromar', 'hector_abad_gómez', 'tobera_de_laval', 'alcribis', 'fragancia', 'aromático', 'cuchilla', 'husmear', 'tobera_magnética', 'hector_abad_gomez', 'nariz_humana', 'héctor_abad_gomez', 'órgano_olfativo', 'boquilla', 'alcribís', 'nose', 'fisgonear', 'narices', 'olfatear', 'tobera'}
not	{'puerta_logica_not', 'alg3', 'puerta_lógica', 'xnor', 'nand', 'no', 'compuertas_lógicas', 'puertas_lógicas', 'negación', 'puerta_logicas', 'compuertas_logicas', 'puerta_si', 'la_puerta_lógica', '¬', 'not', 'if', 'compuerta_logica', 'circuito_lógico', 'and', 'compuerta_lógica', 'lógica_discreta', 'nr4a2', 'negado', 'negación_lógica', 'nurr1', 'puerta_logica', 'puerta_lógica_not'}
obligation	{'obligacion_juridica', 'instrumento_de_deuda', 'contrato_de_promesa', 'promesa_juridica', 'bono', 'promesa_jurídica', 'compromiso', 'contrato_preliminar', 'derecho_personal', 'letra_de_cambio', 'derecho_patrimonial_pasivo', 'obligacion_jurídica', 'deber', 'certificado_de_deuda', 'promesa', 'modo_de_extinguir_las_obligaciones', 'responsabilidad', 'derecho_de_obligaciones', 'certificado_de_adeudo', 'precontrato', 'obligación_jurídica', 'título_de_crédito', 'obligaciones', 'prometer', 'obligación', 'derecho_de_las_obligaciones', 'antecontrato', 'obligacion', 'deuda', 'obligación_juridica'}
old	{'ex-', 'que_+', 'anciano', 'anterior', 'previo', 'old', 'de_+_period', 'previa', 'viejo', 'precedente', 'vieja', 'antaño', 'antiguo'}
one	{'still_not_getting_any...', 'tupla', 'n-upla', 'un', 'inigualable', 'one,_inc', 'primero', 'sextuplicado', 'arthur_"artie"_abrams', 'eneagrama_de_la_personalidad', 'the_one', 'sarah_burgess', 'identidad_multiplicativa', 'achiever', 'uno', 'supposed_former_infatuation_junkie', 'n_tupla', 'the_beatles_1', '1', 'c418', 'still_not_getting_any_..', 'primer', 'one_inc.', 'numero_1', 'tuplas', 'planetshakers', 'tuple', 'dos', 'one_magazine', 'one,_inc.', 'won', 'vertical_man', '+_1', 'tupla_ordenada', 'the_beatles_one', 'primera', 'inmejorable', 'one:_kagayaku_kisetsu_e', 'still_not_getting_any', 'n_upla', 'vampire_weekend', 'unitario', 'nene', 'succeeder', 'es', 'one_inc', 'i', 'one', 'μόνος', 'éxito', 'ganador', 'armin_van_buuren', 'eneagrama', 'n-ada', 'unido', 'as', 'el_unico', 'unidad', 'incomparable', 'número_1', 'entero', 'one_pro_cycling', 'insuperable', '1_album', 'n-tupla', 'daniel_rosenfeld', '+1', 'still_not_getting_any_.', 'el_único'}
other	{'zenosāga_shirīzu', 'zenosaga_shirīzu', 'xenosaga', 'zenosāga_shirizu', 'zenosaga_shirizu', 'además', 'aparte', 'el_otro', 'extraño', 'otro', 'ゼノサーガシリーズ', 'ゼノサーガ_シリーズ', 'fuera', 'otra'}
pain	{'angustia', 'afligir', 'pesar', 'pain', 'joroba', 'forever', 'above_the_rim', 'dolor_en_el_culo', 'angustiar', 'daño', '¡ay,_pena,_penita,_pena!', 'molienda', "game's_pain", 'dolor', 'estorbo', 'algia', 'pesadumbre', 'molestia', 'aburrimiento', 'inconveniente', 'sensación_de_dolor', 'hiperalgesia', 'macanazo', 'dolor_agudo', 'sensación_dolorosa', 'doloroso', 'pena,_penita,_pena', 'puñeta', 'fastidio', 'atormentar', 'aflicción', 'lata', 'irritación', 'disgusto', 'doler', 'pena', 'king_of_da_ghetto'}
personality	{'carácter', 'caracter', 'perfil', 'personality', 'personalidades', 'personalidad'}
philosophy	{'filosofo', 'filósofos', 'profesor_de_filosofía', 'sistema_filosófico', 'doctrinal', 'escuela_filosófica', 'doctrinas', 'doctrina', 'filosófico', 'filosofos', 'pensamiento_occidental', 'filosofía', 'filósofo', 'grado_en_filosofia', 'filosofias', 'filosoficas', 'profesor_de_filosofia', 'definición_de_filosofía', 'filósofa', 'filosofia_occidental', 'filosofico', 'filosofa', 'definicion_de_filosofia', 'escuela', 'filosofia', 'ismo', 'filosofía_occidental', 'corriente', 'grado_en_filosofía', 'definicion_de_filosofía', 'escuela_de_pensamiento', 'filosófica', 'filosofías', 'definición_de_filosofia', 'filosóficas', 'doctrinas_políticas', 'tradición_intelectual', 'filosofía_aplicada', 'filosofica'}
picture	{'imaginarse', 'ilustraciones', 'impresión', 'visualizar', 'avatares', 'vídeo', 'pintar', 'gran_película', 'pictóricos', 'palabra_imagen', 'materia_pictórica', 'palabra-pintura', 'fotoperiodicidad', 'imaginar', 'artes_visuales_y_diseno', 'transfiguración', 'dibujos', 'defensa_contra_las_artes_oscuras', 'cine', 'simbolizar', 'película_cinematografica', 'mostrar', 'artes_visuales_y_diseño', 'motion-picture_show', 'peliculero', 'cuadro', 'figura', 'pictórico', 'descripción', 'filmación', 'pintado', 'oclumancia', 'pelicula_cinematografica', 'pintores', 'imágenes_mentales', 'movimiento_se_muestra_la_imagen', 'retórica_musical', 'filmaciones', 'imágenes_en_movimiento', 'artes_visuales', 'delineación', 'pantalla_grande', 'fotografías', 'imagen_mental', 'imagen_de_cuenta', 'retrato_hablado', 'escena', 'retratar', 'filme', 'animago', 'película', 'películas', 'ilustrado', 'ver', 'ilustración', 'película_teatral', 'exposición', 'realización_de_cine', 'cobol', 'pictorico', 'obra_cinematografica', 'kiss', 'dibujo', 'muestra_la_imagen', 'diseño', 'magia_en_harry_potter', 'figurarse', 'avatar', 'pintura_artistica', 'dibujantes', 'el_dibujo', 'obras_cinematograficas', 'pársel', 'pintura_clásica', 'peliculas', 'pinturas', 'representarse', 'descripción_verbal', 'pintura_artística', 'retorica_musical', 'pintora', 'pelicula', 'imagen_en_movimiento', 'imagen', 'pictórica', 'lienzo', 'arte_visual', 'película_cinematográfica', 'artes_visuales_clasicas', 'pelicula_cinematográfica', 'ilustracion', 'pintura_palabra', 'pelicular', 'rodaje', 'pintura', 'imágenes', 'pintor', 'representación', 'obra_cinematográfica', 'dibujar', 'fotografía', 'foto', 'producción', 'figuralismo', 'fotos', 'madrigalismo', 'retrato', 'caracterización', 'libros_ilustrados', 'obras_cinematográficas', 'dibujante', 'peliculón', 'film', 'imagenes', 'peliculon'}
pig	{'sus_scrofa_doméstica', 'canalla', 'jabalí', 'galápago', 'rayón', 'gris', 'lechón', 'cochín', 'signo_del_cerdo', 'porc', 'porcinos', 'parir_puercos', 'conjoiners', 'acaparador', 'cerdos_domesticos', 'cerdito', 'sus_scrofa', 'ganado_porcino', 'varraco', 'cuto', 'sloven', 'guarra', 'cerdo_domestico', 'gocho', 'guindilla', 'tombo', 'jambar', 'sus_domesticus', 'guatón', 'engullir', 'carne_de_puerco', 'cochi', 'gochu', 'marrón', 'porcina', 'sus_domestica', 'cuchi', 'pasma', 'cerdo_vietnamita', 'sus_scrofa_domesticus', 'rascado', 'guarro', 'signo_del_jabalí', 'bofia', 'porcino', 'sus_scrofa_domestica', 'persona_desaliñada', 'devorar', 'madero', 'cerdo_salvaje', 'tira', 'puerca', 'tragar', 'policía', 'carne_de_cerdo', 'conjoiner', 'guripa', 'rayon', 'pitufo', 'cerda', 'jabalies', 'tunco', 'polizonte', 'gorrino', 'cerdo_gruñón', 'puerco', 'marrano', 'cerdos_salvajes', 'apache_pig', 'jabali', 'gorrina', 'chon', 'cerdo', 'porcicultura', 'sembrar', 'cerdo_cama', 'parir_cerditos', 'jabato', 'chancho', 'signo_del_jabali', 'cerdos_domésticos', 'carne_porcina', 'jabalíes', 'cochinillo', 'pig', 'cerdos', 'gordinflón', 'haragán', 'medidor_de_inspección_tuberías', 'cochino', 'poli', 'cerdo_doméstico', 'guili', 'gordito', 'codicioso', 'carne_de_porcino', 'scrofa', 'cochina', 'zamparse', 'atracarse', 'vago', 'dejado', 'parir', 'cocho', 'marrana', 'sus', 'romano'}
plan	{'plan_arquitectónico', 'programa', 'armada_del_ejercito_popular_de_liberación', 'fuerza_aérea_naval_del_ejército_popular_de_liberación', 'gestión_de_programas', 'plan_espana', 'planta', 'fuerza_aérea_de_la_armada_del_ejército_popular_de_liberación', 'proyecto', 'diseño', 'plan_españa', 'cuerpo_de_marines_de_la_armada_del_ejercito_popular_de_liberacion', 'armada_del_ejército_popular_de_liberacion', 'fuerza_aerea_naval_del_ejercito_popular_de_liberacion', 'director_del_programa', 'planificar', 'planificación_arquitectónica', 'armada_del_ejército_popular_de_liberación', 'plano_arquitectónico', 'idear', 'trazado', 'marina_del_ejercito_popular_de_liberacion', 'diseñar', 'marina_del_ejército_popular_de_liberación', 'dibujos', 'cuerpo_de_marines_de_la_armada_del_ejército_popular_de_liberación', 'planes', 'plan', 'plano', 'armada_del_ejercito_popular_de_liberacion', 'planear', 'fuerza_aerea_de_la_armada_del_ejercito_popular_de_liberacion'}
plant	{'línea_de_ensamblaje', 'cadena_de_produccion', 'factoria', 'fábrica', 'fabricación', 'socio_del_apostador', 'obras', 'trabajador_de_la_fábrica', 'poner', 'mata', 'recinto_fabril', 'fabricante', 'vegetal', 'línea_de_producción', 'constituir', 'planta_de_fabricación', 'línea_de_montaje', 'metafita', 'cómplice', 'planta_industrial', 'plantar', 'línea_producción', 'socio_del_estafador', 'encontrar', 'flora', 'plantae', 'sitio_fabril', 'especie_vegetal', 'factorij', 'feitoria', 'factoría', 'anexo:glosario_de_términos_de_billar', 'anexo:términos_de_lucha_libre_profesional', 'implantar', 'la_vida_vegetal', 'floristica', 'integrar', 'instalacion_industrial', 'planta', 'lanzar', 'vida_vegetal', 'plantas_industriales', 'fabrica', 'industria_manufacturera', 'anexo:glosario_de_billar', 'establecer', 'embutir', 'cadena_de_montaje', 'plantas_de_fabricación', 'reino_plantae', 'cadena', 'líneas_de_montaje', 'instalación_industrial', 'cadena_de_producción', 'instaurar', 'planta_física', 'planta_fabril', 'molino', 'fabricas', 'plant', 'fundar', 'testaferro', 'origen_de_todas_las_plantas', 'línea_de_ensamble', 'especies_de_plantas', 'metáfita', 'floras', 'vegetación', 'la_línea_de_producción', 'trabajo_en_cadena', 'inculcar', 'plantas', 'florística', 'transportador_de_banda', 'empotrar', 'planta_de_fabricación_de', 'instituir', 'fábricas', 'trigun_maximum', 'colocar', 'trigun'}
play	{'reverbero', 'retozar', 'manejo_de_la_espada', 'jugadores', 'juego_de_apuestas', 'dramático', 'recitar', 'repercusión', 'cachondeo', 'culatazo', 'poner', 'tocar', 'enfrentar', 'google_play', 'juego_por_dinero', 'ludico', 'cuento_dramático', 'dramática', 'drama', 'play_magazine', 'coquetear', 'enfrentarse', 'retozo', 'provocar', 'guasa', 'brillo', 'dramatica', 'rienda_suelta', 'hacer_una_apuesta', 'hablar_largamente', 'juega', 'reflejo', 'jugó', 'se', 'coña', 'lúdica', 'grupo_play', 'episodio_dramatico', 'traer', 'play_namie_amuro', 'lúdico', 'genero_dramatico', 'juegos_juegos', 'retroceso', 'android_market', 'juego', 'play_store', 'hacer_de', 'período_de_juego', 'representar', 'comportarse', 'juegos', 'género_dramático', 'episodio_dramático', 'travesura', 'ludica', 'jugada', 'dias_que_no_vuelven', 'jugando_período', 'fiesta', 'jugar_a', 'obra', 'divertirse', 'interpretar', 'jugar', 'pieza_teatral', 'juego_de_niños', 'representaciones_teatrales', 'google_play_store', 'maniobra', 'obras_teatrales', 'juegos_por_dinero', 'obra_dramática', 'dramatico', 'apuesta', 'dramaturgia', 'entretenerse', 'esgrima', 'escenificar', 'obra_dramatica', 'apuestas', 'obra_de_teatro', 'aprovecharse_de', 'genero_dramático', 'dramaturga', 'género_dramatico', 'juego_dramático', 'cuento_dramatico', 'protagonizar', 'holgura', 'rush', 'juegos_de_apuestas', 'flirtear', 'simular', 'obra_teatral', 'ejecutar', 'actuar', 'obras_de_teatro', 'dramas', 'amplitud', 'recrearse', 'poner_en_juego', 'declamar', 'días_que_no_vuelven', 'hacer_ver', 'teatro', 'juguetear', 'rebote', 'apostar', 'pieza_de_teatro', 'play', 'ride', 'soltura', 'dramatismo', 'christopher_"play"_martin', 'jugarse'}
pleasure	{'gustar', 'sondre_lerche', 'semisonic', 'deleite_regocijo_delicia', 'disfrute', 'satisfacción', 'agradable', 'delectación', 'placentera', 'deleite', 'placer', 'placentero', 'pleasure_p', 'gozo', 'goce', 'disfrutar', 'alegría', 'gozada', 'delicia'}
poor	{'bajos_ingresos', 'empobrecimiento', 'indigentes', 'bajo', 'infeliz', 'pobretería', 'mísero', 'pobres', 'cuitado', 'insuficiente', 'empobrecedor', 'lastimoso', 'triste', 'los_pobres', 'desabrigo', 'voto_de_pobreza', 'pobreza_relativa', 'pobreza', 'desafortunado', 'infortunado', 'desgraciado', 'pobreza_global', 'pauperización', 'empobrecer', 'pobreza_urbana', 'escaso', 'pauperizacion', 'tasa_de_pobreza', 'henry_varnum_poor', 'desdichado', 'desventurado', 'miseria', 'miserable', 'exiguo', 'inopia', 'pobre', 'pauperismo', 'pobreza_voluntaria'}
prison	{'centro_penitenciario', 'sistema_penitenciario', 'encarcelada', 'encarcelar', 'mediana_seguridad', 'gobi', 'reclusorio', 'penitenciaria', 'prisiones', 'penalti', 'tumbero', 'carceleria', 'institución_correccional', 'carcelería', 'encarcelado', 'reclusión', 'reos', 'talego', 'calabozo', 'prisión', 'institucion_penitenciaria', 'preso', 'gayola', 'pokey', 'trullo', 'penal', 'penitenciaría', 'cárcel', 'tom_robinson', 'cárceles', 'presos', 'prision', 'penitenciarismo', 'diminuto', 'carcelazo', 'recluso', 'carcelario', 'reclusion', 'encarcelamiento', 'cárcel_del_condado', 'convicto', 'presidio', 'reclusa', 'carceles', 'carcel'}
professional	{'persona_profesional', 'expertos', 'profesionista', 'de_apariencia_profesional', 'deportes_profesionales', 'atleta_profesional', 'profesional', 'deporte_profesional', 'profesionalismo', 'maestro', 'profesionales', 'gurú', 'experto', 'perito', 'kiss_land', 'fútbol_profesional', 'atletas_profesionales', 'maestra'}
protection	{'protection', 'resguardo', 'égida', 'protección_comercial', 'defensa_comercial', 'guardia', 'refugio', 'seguro', 'cubierta_de_protección', 'amparo', 'asilo', 'cobijo', 'guarda', 'recaudo', 'tributo', 'auspicios', 'abrigo', 'seguridad', 'protección', 'auspicio', 'impuesto_de_protección'}
pull	{'bateadores', 'despedazar', 'faena', 'atraer', 'remolcar', 'arrastrar', 'tracción', 'chupada', 'sacar', 'cometer', 'perpetrar', 'rajar', 'empujar', 'quitar', 'rasgar', 'tirón', 'tirar_de', 'forzar', 'bocanada', 'calada', 'tirar', 'mirada_pierna', 'preeminencia', 'pelar', 'desenvainar', 'fuerza', 'estirar', 'confiar', 'jalar', 'dar_un_tirón', 'atracción', 'extraer', 'bateo', 'desenfundar', 'decantarse', 'desplumar', 'torcedura', 'halar', 'arrastre', 'pull'}
push	{'pulsador', 'trabajar_duro', "precious:_based_on_the_novel_'push'_by_sapphire", 'incitar', 'envión', 'impulso', 'coadf', 'stack', 'forbidden_love', 'push', 'history', 'black_and_white_america', 'preciosa', 'laborar', 'apretar', 'confessions_on_a_dancefloor', 'confessions_on_a_dance_floor', 'future_lovers', 'publicitar', 'mike_dierickx', 'energia', 'potenciar', 'impulsión', 'promover', 'agitar', 'hacer_trabajar_mucho', 'brío', 'pulsar', 'botón', 'precious:_based_on_the_novel_push_by_sapphire', 'botón_pulsador', 'cruzar', 'get-up-and-go', 'empujón', 'empujando', 'like_it_or_not', 'matarse_trabajando', 'propulsar', 'empujar', 'precious_based_on_the_novel_push_by_sapphire', "sexta_temporada_de_grey's_anatomy", 'precious', 'energía', 'the_fame', 'impulsar', 'let_it_will_be', 'tecla', 'fix_me', 'anunciar', 'presione_el_botón', 'pila', 'boton', 'promocionar', 'empuje', 'i_love_new_york', 'fomentar', 'hacer_campaña', 'nick_jonas', 'presionar', 'isaac', 'animar'}
quality	{'selecto', 'calidad', 'calidades', 'distinguido', 'excelente', 'timbres', 'característica', 'cualidad', 'timbre_musical', 'tono', 'tímbrica', 'intercambio', 'superior', 'timbre', 'tono_de_color', 'carácter', 'embergadura', 'florido', 'quality', 'calibre'}
rain	{'simone_battle', 'lluvias_torrenciales', 'torrencial', 'precipitar', 'chaparrón', 'in_blue', 'precipitación', 'tormenta', 'aguacero', 'lluvioso', 'bajo_la_lluvia', 'tormentas_de_lluvia', 'lluvia', 'bonnie_maxon', 'john_colton', 'heavy_rain', 'rain', 'agua', 'llovida', 'lluvia_torrencial', 'agua_pluvial', 'lluvias', 'agua_de_lluvia_agua_llovediza', 'llover', 'agua_de_lluvia'}
reaction	{'respuesta', 'reaccion_mecánica', 'tipos_de_reacciones_químicas', 'fenomeno_químico', 'tercera_ley_de_newton', 'producto', 'fenomeno_quimico', 'fenomenos_químicos', 'fenómeno_químico', 'reacción_mecánica', 'reaccion_quimica', 'reacción_química', 'reaction', 'tipos_de_reacciones_quimicas', 'reacción_quimica', 'fenómenos_químicos', 'reacciones_químicas', 'cambio_quimico', 'químicamente', 'fenómenos_quimicos', 'reacciones_quimicas', 'fenómeno_quimico', 'acción_y_reacción', 'reaccion_mecanica', 'fenomenos_quimicos', 'reacción_mecanica', 'principio_de_acción_y_reacción', 'reaccion_química', 'reacción', 'cambio_químico'}
read	{'catherine_read', 'david_charles_read', 'decir', 'declamar', 'interpretar', 'explorar', 'tomar', 'leer', 'recuperar', 'estudiar', 'digamos', 'robert_william_read', 'lectura', 'entender', 'examinar', 'read', 'aprender', 'marcar', 'traducir', 'asumir', 'comprender', 'leerse', 'registrar'}
red	{'encarnado', 'carmín', 'variedades_de_rojo', 'day_and_age', 'tinta_roja', 'tonalidad_de_rojo', 'carmesí', 'rojizo', 'james_krebs', 'cereza', 'rubescente', 'color_rojo', 'red_river', 'partido_bolchevismo', 'variedad_de_rojo', 'partido', 'rufo', 'anil_kapoor', 'amazing_red', 'tonalidades_de_rojo', 'roja', 'day_&_age', 'números_rojos', 'angry_birds', 'río_rojo', 'red', 'after_school', 'cremesín', 'violenta', 'déficit', 'violento', 'segunda_temporada_de_smallville', 'la_increible_pero_cierta_historia_de_caperucita_roja', 'matiz_de_rojo', 'en_rojo', 'la_increíble_pero_cierta_historia_de_caperucita_roja', 'mega_man_x7', 'prairie_dog_town_fork', 'a_talk', 'corinto', 'rojez', 'río_rojo_del_sur', 'grana', 'rio_rojo', 'bolshie', 'escarlata', 'jim_krebs', 'bolshy', 'pérdidas', 'pérdida', 'agri_birds', 'ik', 'sonrojado', 'i_knew_you_were_trouble', 'rubro', 'red_digital_cinema_camera_company', 'bermejo', 'partido_bolchevique', 'bolcheviques', 'treacherous', 'matices_de_rojo', 'angry_birds_classic', 'jonathan_figueroa', 'lacre', 'hoodwinked!', 'rúbeo', 'angry_birds_under_pigstruction', 'tono_de_rojo', 'dyrk3', 'rojo', 'ruborizado', 'harshvardhan_kapoor', 'rubicundo', 'punzo', 'bolchevismo', 'bolchevique', 'begin_again_(canción_de_taylor_swift', 'saga_frontier', 'colorado'}
relationship	{'interpersonal', 'interacción_humana', 'parente', 'vínculo', 'relación_interpersonal', 'relación_a_largo_plazo', 'parientes', 'familiar', 'conocida', 'pariente', 'relación_familiar', 'relacion_humana', 'relaciones_personales', 'relaciones_interpersonales', 'parentesco', 'parentela', 'conocimiento', 'relación_ligera', 'trato', 'relación_humana', 'conocido', 'las_relaciones_humanas', 'relaciones_humanas', 'relación_personal', 'contacto', 'convivencia', 'relacion_interpersonal', 'compañía', 'relación_de_largo_plazo', 'grupo_de_descendencia', 'parentezco', 'parentesco_y_la_descendencia', 'relación'}
